external_id,siret
09a3eaea-102f-4c60-bf92-3c57f912a0ce,53053609300020
0b45ec2b-1c0d-456a-93f5-89180dd7adf0,
109c8749-a60e-4b63-918b-94c7d27d3c58,
40e2107a-ff7a-4a9a-af29-eee7c4f84568,
263ff047-5b2d-44f8-93e4-7e18616fcd1c,12000101100010
27b9c635-130e-447a-8551-c5d808c9f7e6,13002573700011
285f308f-e5f6-4363-9a51-03d1cf7ad262,
2dc7bc62-4191-495c-b29e-6b3e9f7cb0c6,12002001101155
311a21c0-8b8c-4118-9e08-727fb7ce6cbc,
35344d09-180d-4dcf-b9b0-f415f4a6cff6,
3c02584e-b19d-4e52-bcd2-694ead3bbdf7,
3c94847b-5f70-4fbf-a6a8-9a6196791267,
43def589-01b9-43e0-83b9-66c3bb4ee1aa,
44cbf917-eec0-4cd8-9d00-6379af6f1560,
44f8f18a-6dc8-4feb-808d-2ed7f7534e03,
4a2f70be-8f4c-4a3f-8999-66afb16606a8,17991092200014
dddf5913-ce01-4509-bb38-7163108537c4,
5e1c64bc-aeee-4a02-9d06-936907f5d10a,17993520000016
5f1a60d8-6426-4d28-a0fd-198058907ac6,93261775600014
6c049ad5-4659-4018-ac36-4c2d4fe4e8e7,
6d3801b5-354f-4323-9eb4-f7b2c34c7d9d,40482655400135
6edb10b0-aade-400c-b9b7-8fe63f601dec,
7487b83c-9da0-4ca2-bff6-3b57408b98eb,
7a313fda-a6a0-4e83-a6e4-1df9cfaab87b,
7d03d363-ce6a-4a3d-a426-64a364e92f76,16006401000020
7dea7c57-3b2c-4137-95f4-2b4d5dca1bea,
7deff2b0-0427-461e-8b30-66efb8cbdaf6,
86400472-30a4-47c0-9964-5e65be480150,13002538000010
867857c8-283e-48c2-8927-c3c124ebcd88,
86f7e7d9-fde8-4038-802b-3356c4d6a4be,
91aafd72-7178-4615-ac1c-545af7ac8c86,
29ab97ee-d73d-4d5c-83e8-2971889fdabb,
9a732430-ce9d-4080-8ce2-094ef72d9bc0,
9d50596f-a442-4031-a9f3-4f48c9a32f8a,
a40230e9-cced-4ab8-b91b-a3272cf19fcb,
a78e95fa-045b-4a0f-ab99-96c84f2a5041,
a861a85f-178e-494f-b3f6-294be940ba11,
a9816f20-f349-44e0-b166-84fb12d38355,17993210800014
ab4a1823-7dd8-4652-bd5a-ecc30617e256,12008701000068
ae3d5c96-8500-4294-90ac-4aecf7206646,17992190300011
b06a83da-b849-4dd3-851d-f235e30ab77c,
b0ce861d-e412-4b61-b6ca-4257f7a1f18c,
b7d94899-8a61-432f-a5a3-e7d0707a34b1,
b8cc6d6e-2870-4af5-8038-faddfa5d4ed9,17992010300019
bcf379d3-9ad2-481e-aeac-adbdd401b461,17991350400025
bd502fec-4fdf-4d97-96a6-f5de4165a8fd,
bed47eee-0ae7-4b34-895a-016f59143a7d,
d0420b11-d449-4f32-a5ee-808ab48208f5,
d60f8d14-d42e-4268-8ed6-ca712f369da6,
d8a5ff98-67d3-405d-81b8-913829272ff8,
e26eecff-921c-4ee5-85ad-21e826e54e05,
f3d8324c-7187-46ed-b4a7-fa57abf95d55,18009226400225
f42549fc-d16e-4c75-890e-07e2405ae915,
f5ee5718-8c91-4075-a572-b3fb3fac3de7,
f77b913b-4a0c-474c-bcd3-c84778af3683,42942393200012
f94fbfe2-25b0-4c20-a7e7-db8c400cd3e1,
fb718a57-bfcf-424f-92e6-88df82fbe8c6,17991360300017
fe0c7e59-9293-4209-b19e-1b16a1f3ea8c,17992250500013
00c4d934-d766-49ce-a6ba-95d8a51669fd,
042af789-87e5-4668-af92-314d9342ad2f,
047f90a2-a308-41d8-9625-c6433d86548b,
04de2e93-42c9-475b-a284-9322c79591c3,13001977100018
04efb654-1031-4dfe-b019-2d6804e50ff0,17991511100019
05581862-0526-4886-83ec-314c34345533,
067e5550-0c05-4bf2-bf40-6ec73fd5ce77,17991040100019
0bc2d191-7ff2-4fc7-84c2-3c81426e1d42,
0bd73a59-130a-4884-8eda-34f9d3294efe,17991541800018
0c55926f-6a2d-47bb-bcea-29db7e1f8939,17993100100012
0c83aaa0-945e-4694-9ff2-97f71dc51cb3,
0ed11918-21a2-4de8-869b-cacf0dec366e,
0ed3454d-758d-43b3-9a96-841678c2b3f1,17991400700010
10696315-e018-4649-8598-c336924c880c,81323409300017
cf3640b4-a97d-46e5-a28f-b30047729e23,
1a65f02a-0c64-43a9-a56a-bc242b9d88df,17993010200019
222603cd-2730-490a-aa3b-3f80f466a3c9,
228768f6-1c77-449f-808e-0726340c15cd,
358e1098-c439-40dd-a1c2-302c699feee7,17991191200014
39185d40-5941-4e5d-8dbc-d03cf10b3da4,13000456700017
4b03f327-4ede-4871-b7b6-477eb662c42c,
4b174d8c-0844-40cd-9421-73e4458743ef,
5088d2a9-afa1-4d7b-98c3-d2a25ae99167,
54b207cf-9549-46da-a006-0059813d96a7,17992430300011
5b761fed-f056-422c-8513-67abb666c521,
5bc7a6e2-fa1d-4b40-b405-681ce14cc423,17994180200011
63c836a3-4c2b-4d75-8208-dd6355f36ee8,
665d5ccf-4a01-4d95-8226-5dc582b97dc2,18000501900047
6bc44db2-6f0e-4d4d-a7e4-b2fc6c036394,18480005000017
7018c9ab-6e85-4d33-a73c-e3315125ddb4,17993111800014
707ed73c-2d5f-42a5-8682-108850773e01,
7086c332-8d86-47e1-9a2b-6e45b805352d,
717f94f1-89bb-4e57-bab4-4cadd4b0de78,
72af4d70-d812-44da-a89f-62d1d033a059,13002591900015
73ef60e6-7ddd-4a8f-b8fb-f5a583ffeff8,
805915b8-b062-42dc-87ac-bcdc531e4ed5,
87db8daf-a4de-4130-bb6a-aff850fc1e5d,17993010200019
9490322a-fb20-4c5d-9110-7f88b75268f7,
9770b7d3-f419-49f2-9ba5-950818e57bf8,
98db55d2-a0aa-4214-ab63-baf6ed677bdb,
650532cb-6786-4b72-8706-fe3dd6347a1a,17994170300011
9e1396c8-3ce5-425e-912d-736dbd78db74,13000457500010
adcb9fe6-a6d9-4213-a731-c76395a3b17f,17992480800019
b0cd2888-d586-4590-884c-0ddc3025b70a,17993500200016
b2459b1a-eaa9-4c69-b11d-c9580b6557ec,
b4ec5302-c30f-41bf-81a7-0ac6eb9c3a84,
b4eed554-6565-4103-8faf-4f0a779f7dd5,17992230700014
9f94be0e-1d0d-43ff-96c0-6afa27a030a1,
c5bebb0a-768e-4255-82cf-8904e1285151,
ccf76534-c717-4256-9124-8936c6a001fb,
ce0d1cd3-1e77-4918-84d6-4ae26ceab197,
d088972c-a0d1-4827-a0db-954a2f92ce57,
d830e627-6837-4195-bdd7-e7bf77a94137,
da140090-11e4-49a9-8ed0-4b1bf6f10246,
dbaca126-8cab-4a5c-8591-6570ee434cb0,
dc0a0918-ad0e-4b75-8069-bac5737a7d1f,33503710700018
e01eb690-ebce-4688-a558-677b7ccce94c,15700010000204
e10ef1db-ce2f-4ca3-9bf3-58ce3f41183c,17994010100019
e2621e96-30c9-4ef1-b0c3-a5e327c75ad1,
e2a18b6a-e677-409d-b8b6-f75178c24a76,
e63f08bc-532f-4afd-8fcc-adb0e6965980,11000021300030
ef6c23d2-68b3-4fb2-8dc5-e3f44cdbb8b1,18730003300011
f354c570-1a88-478c-8637-6f2e4f44e83b,11000005600033
f3d48cbf-b4bc-4a1d-af21-75a6eca40f29,
f41b604a-c7e0-407f-8396-d158c40fe12e,
fa3bf73f-0eee-4673-852d-25a9131bc7f5,
fd83a457-a1f0-489f-b2e8-906a65fd32bc,34070921100080
01ef568c-5893-47fe-a933-8c816c8d996b,
eb33a780-648d-4ad0-b88a-f62265a22e29,13001309700071
072d5e00-d2a6-4edb-a845-b235046f3dc1,
0fc23636-1873-4d47-9f01-66f7bfeb4d08,82064823600017
1366d352-85e4-467f-900a-1f107401c9d8,
13a145e9-29bd-414b-aeef-a4a788208d16,
13a31b69-e7b7-46e8-80db-86ab18b86c53,
1d52e449-238d-4fe1-bcab-84c85ec1f29c,13002810300013
210715ac-4739-4536-84f3-ff77c64a9f8f,
2faaecc6-160c-4d41-bdd6-2d595f8e7419,
31017bd4-30b4-4a50-a412-ff706d86e15f,13001744500011
3ceaafb1-0515-491a-a091-dd535e32f9bf,
45555d37-a2a0-47ea-976d-b1cd2f9c2037,
5871df80-cc02-446f-9b2d-5f70c05328aa,17991181300014
662c15d8-5f99-4283-95a6-b9be391e7fb8,17991521000019
6a72eda0-e4ff-41e9-ad11-8b48a94ba784,19250082500026
6f7b068e-e603-4c52-9091-c598d5861619,19311256200015
6ffda729-a382-47ce-8c7b-b39d67797adb,82815033400013
7490b1a0-42f8-4627-ae49-a567cb2734d4,
74b22af1-f2f1-419e-b923-21e0776f72e3,11000043700019
7ec4a383-3e32-45b6-b6e1-96b9f7060a19,
854974ef-3e5c-485c-a0b1-661a9d3b79e8,
760639b2-72d3-4c0f-a1df-8615bc33d433,
af758c33-4d56-43cd-b205-cd9a6e5f973b,
b00c582a-5589-406f-836b-c1f1ae7f5895,50483633900011
baa704aa-1f47-4bc1-b2f9-06d482cc7b5d,45021576900016
bc9ac19c-f881-4d44-ab26-f5c2cd7c2229,17992220800014
bddba554-1891-47ed-bfa9-030a48c3e107,
c12c409a-c0ea-44e1-8247-0fe886d06b13,
ccfd1487-59f3-4866-bf1e-340d7eea4be5,15700001900461
cf7d2eae-81a7-4d4b-8ea3-e504f1996167,20000835700036
d2b5b26f-6a80-4bf7-89a4-f702a4d8e901,
d42dc97f-8f60-48ad-bbc5-8a85314024e0,
d44f915c-0300-4778-9242-621162ab217d,13002333600014
d4f4cc1d-018d-47c2-90d0-8203d57eaff8,
db76fd65-16c3-437a-8a39-390a79b12925,
e59b15b3-1365-4692-976c-b71c897018e5,
e6e4c7ca-1d99-431e-bf1a-a9ec0ea4e937,
e712b0eb-c2b1-4c41-adf2-e40974d093a3,18009202500154
ed508ea5-b657-45bf-998c-dea509f65741,
ed710be4-ce66-4c7f-99b6-5064ebe394e6,
ed9aa3f5-8f85-49f3-aaf6-8763c84e0d1e,
f19a4492-bf7d-4227-baee-00178905e3dd,
f50e7339-63cc-4a4e-8ba2-d9976209dedb,19593648900010
f6155ed6-be6f-41bd-bc69-2d43927f8312,18004417400019
f69ea726-bf9b-4675-8cb5-dd1fbe9ba74d,18009202500154
f76a7799-32ae-4a20-b706-02324d19d249,17991260500013
f7864b5b-810e-4892-b474-ce1528b63882,17994260200014
f7e9ff5c-c0b3-4832-8fb8-92b1157543bd,
f7ef3577-a4fc-41d9-8cdd-6dab2d6bbed8,12000101100010
fb46a501-4480-4444-aa4a-1ce6da8ecfa8,13002461500010
fb7d197b-6256-4956-b99f-c95729a16a23,
064b96a9-560e-4e47-b2a5-c9f9460ae626,17992120000012
07fefc42-5c02-451e-a33a-44aead3f655c,
0847ac67-9bd8-4ba5-a2ee-1e0406400ea6,13000509300013
088a9028-dfcd-431b-acf8-2e99d70d0c65,11000010600036
0a598d31-3e9c-4fab-bf71-d40ecab56c52,12002001101155
0c33efc2-4ae7-46df-b6c4-0ad2c9915de9,17995010000018
0d7b432b-3e15-402a-9812-0ea488c8cbfa,
11f2e8b1-dc08-4bcc-ad82-4d5485445b12,13000509300013
17568049-eab6-46db-aa39-711b1c7479da,17991100300012
17645fb0-7c48-486a-8e08-4f0b8a4617ce,39267050100049
1adc8315-e126-4165-967d-b461129b3e2f,
1afc131b-7405-4f05-a481-878e4e1ee1af,13002514100016
309f1095-0d21-4dcf-8f7b-c1b7ee9c60c7,
3336a8e4-099e-498f-97e1-d19a53d20a31,
346e6f19-2804-467c-becb-3b14e1fa28dc,19690189600015
34e0d15d-98a8-4afe-950e-96c47ac340e1,13000362700010
36fdc64c-d0de-4cd6-9b2c-2303393225ca,
378c64dc-c25f-45fd-ac28-c05310225415,17992070700017
3bb598fb-5544-411b-8536-0e0d4e0b1e04,
4518ba1c-d3bf-416b-af22-dffbfc10b095,
534dd8b3-e5b4-4727-b8c6-b96c3082eda4,
53b65f85-3508-4f9c-855d-fa853e98acc0,50067996400014
543eded2-92ad-4859-bee0-8100fb2f0fdf,
55078168-348e-4d17-b384-3f9e64f350a1,18009249600025
55869d8b-65ba-4c51-bb5e-059b439c7176,19330203100011
56a848c2-d54e-4a18-873d-750985f61c06,13000495500014
60d9fbbd-efac-4d72-93f4-50b339404c0f,17995020900017
6c618ea2-4990-49a8-be4e-8a1e2bfd3de9,13000637200010
770bb7e7-24f5-4558-a14a-3a4fbbf8ee45,
80753471-749b-495e-b618-02d04260329a,
80ad13a8-fef7-4074-9b55-ec3e13d29dd9,
941aca3e-3b68-463b-a481-2cbbe3350433,
9f98af4e-f535-4e63-b561-49e7ed493ce8,17992400600010
a27777b2-fff4-4f28-a771-472792998834,
ad282a7e-87e2-43d9-9149-d04c68edd579,19753478700043
b07357ff-8ab0-4777-806a-df032278febb,
b67b6319-97dc-4f80-a093-ef5183b21eae,
b6e60251-4e9a-4202-80af-7d0978156304,
bc9fed18-9601-4080-83d4-943509b4be87,
c964d4ac-3042-4cd6-b076-758ca8966a3e,
c9ef4cf1-19a1-4295-aaa2-230cbdf4f8f1,
cae1a722-e619-43b1-a8da-d5b376ac6975,
cb444236-affb-4d8e-8e6e-7822023a7e6f,
d6ea59a3-6613-43b4-a12e-30528dcf93a4,
d75f115c-b5c9-4764-bbc9-8929cb0c1b72,
d87a9ffa-6ea4-4717-bfce-f84e67746ddb,
dd0233e2-f935-4b25-8cd1-acd9bdf44d16,
e4857d24-0bbc-460b-b50e-a9811c6de0f8,84935555700026
f07fd1b8-706b-40f6-952c-e85ea7dc2964,
f35f0021-44bc-4a3a-af6a-bd4589891470,
f4e973f5-d1e2-4dc2-bcaf-0c47040bcaaf,
f98c1847-3f8f-4358-a16e-9543dea13a60,
fb5e3315-eecf-4f7f-8f21-e4782eaa7ebe,13000509300013
00f575bd-9869-4763-814d-eccde30d3453,18009219900017
01f655fb-2bad-47f4-badb-dff8adf4ea2c,
0b33d6ec-b147-4b6b-b790-9780ac357ce2,
0ce0b049-e013-4126-81fe-e61953a6b1e5,
0fdfacd8-70fd-4dc4-9c78-df224fafcd24,
1dc7dfec-59f1-4b5d-8590-148802439fe5,11000025400026
1e4632a8-d380-4fe1-a1bb-ed78932e2857,
1e649c26-7df2-42cc-8637-6e84f46b9186,
26ce1513-3a98-4d35-9458-d0be5693a489,
272360d1-55e2-48ed-b921-d499dff927fc,41825312600019
2987d432-3091-48c8-8577-3375d76da86b,
355825a5-ac9e-4ded-8959-62f4b6828d72,
4270ab60-b996-4658-bc9f-479b6450fbbe,48879534500021
47c56900-607a-4f12-87c8-771bcd172bd7,17991461900012
4924df21-b28d-4dba-b9b8-1f1d19901a6f,12006603000038
4932258b-3e46-4cb3-8c03-1de7c815ce9a,
4cefb94f-a3d3-4a75-9d3f-97a162e5d52b,
63bc407b-f410-4920-ab39-4c88f9d786dc,17993220700014
