external_id,siret
63d31721-8bbb-4d9b-aa01-5bb0cb57039c,83153479700012
640831ae-23b4-4e2c-91e4-ac92b65506d8,17993430200011
6de9c10e-542b-45ec-b9bf-ecb20b641fb3,
74c6ee5e-1c50-48da-b745-7c3d49617ac9,18004409100015
74d80f45-4a5a-405c-9b70-ebfdd865d552,
77635e3f-ab3b-44c0-8d07-82a178a5ec10,
784cafd0-c49c-4f57-be9c-ceb0d180c220,
7e537361-be77-49c0-8461-2dc71731d8a9,
82eb0776-5121-4238-a6fa-e8d545aef2ef,13001972200011
8ec0f6d6-2968-44d6-8c1f-32a890b975e5,
8f00550d-cc5e-4e7a-bbc6-9a9cc49f4cbc,
91f9a618-5358-4f7c-9241-3107e2cd2524,13003079400015
971c8353-af96-4525-b816-e5fc2b762829,
b04dd3fd-e0bf-43e3-92a7-92c5df10d21c,
a224b1f7-589e-4655-a6b3-1ae941210040,13002333600014
a2a9e328-eabc-4163-915f-24923406d32f,
a5ac954b-3f94-47f0-b07d-881c04d1a664,
a770222a-8510-45f6-a3ee-b4f78cf15a7e,17993500200016
aa9e0eca-1771-4c59-949b-265d3b3aa9fb,
b7f6e3dc-3588-4614-85e2-b79c2a2252aa,17994330300018
b373a20d-08d7-4c6d-9a36-14654b18fbee,
bb964a36-c300-4674-b29f-aacfe487ea45,13002591900015
c02d18b5-4872-4cac-96c4-11b4a16ed6e7,
c6be45de-2ca1-49f8-8eb1-44e556241100,13002475500014
cb03dcfe-a466-44cf-9555-0cc0262543d0,
cb97441c-7ce8-4144-9d59-3980f886f1a0,
d4681cbc-95fb-4cdc-8004-3213388c2d26,75219543800011
d64093fa-a5c5-48cc-b414-1b32df2357e3,
d6afa78f-afb5-41ff-aae4-c8d83039ccbb,
e5287438-bbfa-4870-94ec-cb01a25f2a1c,
e6974300-7efe-455a-b464-d5d08add93ee,
e8d62483-1ecb-4c32-a0f1-57f239623e3e,13002810300013
ea4eac73-4a03-4fab-b394-553bc519517f,12006409200022
f130ad96-4a81-4eb4-a40c-0539edad5fff,11000007200014
fcb6ad81-23f8-4fa3-9e10-711b175b9db8,
fce51b05-0cca-4c7c-8476-179326264821,
fdf6dc45-7387-4ffa-ab97-071a86f59bc3,
fe2384a4-c8e1-4afa-9b2e-2f669abd1187,92457220900014
00088aa7-27fd-48d8-97bf-fe62e36425e7,33976686700016
04c6f9cf-04e1-4cb7-b4b3-79e2d7b396c8,17994060600017
067bc517-0c01-4cca-affb-902b78abbcbe,17991481700012
08bc0185-28a9-4e9e-b048-262e21f5c1b7,
0be6842e-9466-46a0-a7b9-7430f2aafb70,
0ce3dc54-ed5e-4a86-862c-30e00353c28f,
0d0493ee-8508-463d-bc98-8b24ba4980fb,13002472200014
159f92e6-1aed-4c5b-b79c-26be30437b9c,17993520000016
170a0bb5-63de-4a00-93b1-b7e451083ebb,17994210700014
17506b9f-d265-4216-8e97-32ef7069b6c8,13000454200010
199c80a4-dcf5-4a6a-b870-2a8f89c6ebd1,
1b443f11-961a-468d-aec7-c385b7e5badb,
204315c9-b645-4e84-bb12-81caa197a0ad,
20b442d5-1447-44db-a2f9-e7f7462e804d,18002002600019
271857ba-952e-440e-b531-decb66f401e2,
2bed9d5c-0c17-46fc-ac36-5fab77312cc2,17993020100019
2f84cf72-df36-44ff-9eee-c864ae6a6503,
33d69c9a-f3d4-47fb-b8d9-9bdbf9f1aa23,13000637200010
38b09301-f37d-43db-ae68-9330cd593b6d,
3f2b1594-e8af-41a6-a470-80c97f7b40be,11000018900032
3fcf4407-30c4-4fda-8354-54569ff1950e,
3febdfff-b888-4764-bae2-be79058a11ab,17990008900014
451e5f20-d8e6-47b2-af54-17dd9e2991b9,19310153200011
4b02f0cb-5a43-4aea-ab3f-22a2173cdf3c,34456830800052
4b78a3c0-fc67-45bb-9df6-31d5af5356da,
4cc2dbe7-582a-4fac-824e-555669e81f59,
50a2bd19-e5b9-46e6-885f-a18301593ac5,
56e9812b-9afd-4ce4-93fe-fdfb19fd0636,
56f8ca76-677b-4500-b313-19e1c9ea4c88,18009202500154
571425cc-769f-4140-9182-e6c51893b77f,13002806100013
58f6fa7a-a128-4a5b-a3df-d449a1657c09,13002454000010
76d44e65-e653-48a5-9920-54f2aa464588,
794da9b0-f664-4dcd-a25a-5a9b33d56ced,13002496100018
7c57752b-0603-47df-9f0d-b92d1d27f54a,
7cc932a8-999d-467c-840e-010b2a41d183,
8a2f7c32-b6b3-4177-9df0-85c5b24e7630,
908c2279-a608-4be9-9c3e-22faa51378df,
916838bb-d438-4830-87e5-4da94704bce2,
91fe7bdb-123f-439c-832f-a3f4b9be85a1,
97581715-43f1-421f-a814-564c8c4ca711,
9ead8785-d9d3-4696-bd27-5f6e58d809ba,
a7306952-e4f8-448d-af0e-bbe61810b6f3,19753496900013
b930c079-f072-49f3-bccb-012b5a4b90f8,13000495500014
ba4b3dc7-cb3b-4488-96b9-51862b34da22,
bde3737a-09f5-4c79-a569-a79d766e2e27,13000552300019
bff1943c-df85-4f12-9adf-629076f17655,
c11e435d-d856-4ca2-9298-27ef9ecc6a14,
ca193313-7813-40c8-9d1f-13065ddc268f,
d2fb0b21-b091-4cd6-be0e-eecc72c97589,
d46810a3-6ed7-4a94-b950-1be135e43ad3,13001653800014
d810f76e-dd3d-40d4-b126-6a62df03ec15,
d91ed976-e61a-416b-a395-7301638e52fc,18009226400225
dc6a3141-6d8b-4c67-adb1-837e66412e79,17994080400018
dcb1b07e-82e0-4ac9-809e-eff760af96e3,11000035300034
e848afa6-9b42-44ee-b0c2-058fef0a4715,
0038c3ff-7094-4455-86ca-3ff7c274e761,
0712d272-6b79-40ce-a192-d2d6a012ca39,13001309700071
07ab9063-ea20-49d8-b522-9fc3a43550fe,
117ca0b5-bab7-4772-ae61-f47dcd5c39d8,17992170500010
14d3c24b-9464-42f8-a8c9-cf94baa90894,13001202400183
150c247a-7255-4332-8292-c14cf65c158e,92391980700019
17481b45-85a6-47c5-9f91-85e42df85f4b,12004306200039
1baff68d-bc5b-4c3b-8f8e-a8042a703601,41310930700012
1e10f16f-2d71-4008-b07d-38a2a98935ab,13003152900014
2fb27f55-3759-43d8-8455-0cce1362f7a4,13002503400013
313431bf-f83f-4515-ac5c-97297e740bbe,44392909600016
349ad449-2817-4535-86fc-1d0a7c63115d,
3d13753b-12a0-4f5c-9270-1d1727c410be,
3dbff145-8699-49cb-88bc-b58eef280836,
3f349d7a-b24c-468f-9385-dd1395dffb43,
40209bf6-7c19-4b82-a1a2-35df22eadc30,13000252000018
48ca1f66-6299-4589-8bab-36f2d06b2369,
4af18899-0195-47f6-beb3-c8b787fdf820,
4caa63e5-7657-4874-a899-8b4f2576c568,
4e1e1777-bf22-499b-85d6-71d4fe5c076c,18009226400225
4ebed8f3-e2c8-4b8c-9ecd-3cc9c393ea94,
5003364b-35c8-4333-987b-d0f663ddeeb3,17991092200014
525ecb20-5dba-4c8e-9b92-98480cfec598,
56e4fb9d-2219-429a-b3ff-1a018c4b9b7d,
5e0653ae-55e5-48e7-ab75-e95ea37e64e4,77906632300030
63775e98-6605-4cd1-8178-84a7c9365b7e,
7146ae67-db94-4503-b745-cfd0fcb7dbc3,17994230500014
7bc12104-b232-46a6-a6d7-85bcf2dfccf1,13000509300013
84ebcc5c-dfc2-4593-ac4a-77e2a2e9afd3,17780155200015
8ba12be6-eb5f-407f-8818-6b4ac0e0d5c1,
9aa583de-a000-4550-803d-7f9beb5e161a,
9f48ab7d-8454-4d0f-b2c6-adce479adb56,97986400600791
9f7d90e4-5218-44ab-b263-28633ad94eb2,
abf80633-6722-4bb9-834f-3379403ef798,17991092200014
ae5bd6dc-4d59-48ab-838b-52ed4b8257dd,
c2717f1b-0c6c-4f91-a997-9b18c263e988,
ceb13b53-cf37-48cb-be8f-6fb9c7e5c369,
cff50ac3-4277-456e-abb1-d9bb2c119b27,
d117aa31-956d-41a0-9c32-f3b2871658f9,13000509300013
d8ff489e-88ea-409a-9bdd-96dcb2ca4122,13001641300135
ddda3778-837d-47d5-8d5c-823905343101,17993970700016
df118fe7-bb5e-49f9-8ff0-3fdcaa4011f1,11000044500020
e1db7258-6705-469b-8255-7235c5e8f650,
e5081086-2f30-476a-856b-c80cb78ff35a,
e6474b4f-3696-496d-be37-aaadca64ddc7,
e683a597-3320-4b52-962a-06e1b4519711,17991260500013
f0c5eaae-dbe3-4bbb-9c71-c6743ccbe642,
f0d4fc00-c3c4-4a8c-8c31-5b01fc8fd556,84330553300013
f5935d27-b1cb-4dd1-a22b-ac708d3cee9b,
02113c5f-e2e2-4286-aed0-917e92d12279,19754686400012
18360362-c494-4b52-acab-aa09c5ab7268,
1fba6711-c931-4e7f-9983-d1bad8bf243f,
2b7f96d7-2587-41aa-9312-9e0295bb6dc1,17993500200016
2cf045b0-4eaf-429d-ba8e-648bdcae6ca7,
439a2e7d-5139-4198-84eb-a96ecbf69c75,
44071022-34aa-4fba-aeab-4fc3627d4e4a,13000858400018
44541717-d094-4454-b97f-7a708aaf3503,
45b47a3a-82db-41be-bcc2-30a5eebe3784,
46c09876-af5b-4c54-b110-a815843d3724,13002468000014
70afd2c2-ad90-485e-b6e2-e97cfcddeda9,
9b5ab0f6-220f-4f41-9ebb-6268c8be2287,13002996000015
9b5d01c6-82be-4348-9490-5c2972828615,
9d1c7291-a902-450e-afca-b0fdd921c659,
9d7ae206-e231-4823-99b3-f79627e8f615,19310143300012
b303b2b6-8357-4e47-998a-0ebc95827abc,13000637200010
b3c28263-9cde-4501-b24d-fb8884b931bc,
da23723e-a4aa-4fad-8619-2e16d5e41b90,
73b5e66e-5dce-4e36-8c2c-9493844f74be,
7cb82be5-7feb-408a-bc8f-e0d1125012aa,
86f69576-31bc-46af-af5a-47e239cb1673,12000101100010
b8bd9c62-9084-4f46-8c71-4e1646b754d8,17994190100011
b8d7f784-7649-4599-a974-b3ff9a9c63da,
80c91c4e-c37f-4914-80a3-e1b750bf618b,17993390800016
176d88ea-5afc-4a63-9c7a-fee95f78624b,
e815b8cf-3e05-4b09-82e9-e9537fe9f422,
e3db337e-9841-4c44-9f71-88311129bf1b,
79c37669-9ec7-4da7-93b0-90ddbc171220,
1867f065-c823-4362-8d0f-8ca6b011a10f,13001501900024
5ab10e66-4d2b-4f3d-a308-26143a481dfa,17994050700017
6c5d492f-b1ba-41c5-a28d-7271073dbb7a,17991050000018
730e48f2-b168-4ae8-a507-7de1e045b1c2,
73ab164e-4cf7-4f90-8bf0-1cd0cfc564ca,
77f7e8f1-41f8-4741-b35b-49517f1f9310,
7c25bb7d-1719-4273-83d9-5973dbfc1d78,
7c726e92-9723-4d04-8ab2-19c11de60975,
84a8a732-999a-4e5c-84de-f57d9f4de7fc,
871bb0ed-d0f9-4581-b8e0-79c77baad1c9,
8725f64d-0413-44d3-a143-f380494d430f,13000509300013
87ff1163-3186-46e4-9a6d-337d449164a2,
9a323333-138e-4f40-85ab-a19347e46c86,
9cd7aa24-865d-46bd-8e07-deaf4e075559,
9f579ce3-dfec-4e7a-a712-a866e4263bdc,
9f659a3a-5d44-4a9c-a626-bed586699884,13002784000029
a07966e1-986f-4633-867b-d48bc4a751ae,
a56e6983-2aa3-45d8-9506-87e648c1f21d,
a8fd0bcd-daef-4385-b324-55bc147e141b,13000118300016
abbfc919-f538-44c2-802b-38cfd93df956,
ac1a7fdb-50f4-4599-b306-ec06b7250965,11000601200014
aca16d45-fa59-43f1-bfe4-1526d0854747,
ae5ce16a-7f33-43ba-b929-7c3fdfc28d99,
ae7c74e2-c82d-4035-80d8-092f04a935b2,17992030100019
b30de968-ece2-44fc-928b-49e667987d98,17992040000019
202769d7-b923-4873-943f-31fadbfb680a,13000455900014
c2d0eeef-9c09-4e19-ae7e-c4c424a4f907,
c3506aae-73f8-4720-bf7d-3215fdb5b911,13000637200010
cfddc811-bd35-4987-9508-c761079f098d,17992470900019
d5ee624a-f394-4087-a81b-e341ec3ac4b4,
d60f4d0e-72e1-4ea5-9940-c1586728493e,17991020300019
d94d3b12-bb1e-4c4b-a44c-46e9c7558dea,
e08c012a-5f1d-4042-bcfd-900ff01721f3,16002103600019
e1445961-a7f4-4dcd-b9ba-90bffcf70955,
e7f6561c-edc4-4407-978c-94e23490d1af,13001422800089
f1ec39f4-3aa6-4be2-96ff-a0fc753eb6ef,97986400600791
f39b55b6-c9ab-4e47-8979-257bcb937920,32520560700071
f4087c46-942b-48c0-a25f-e5dc43969fe2,43916045800022
668d8dff-6714-424e-989e-871182bbb9cf,
038c0d44-3017-44fb-b8b2-94c6fc560e69,
6d9dc460-34e6-4f3c-bd60-ce32d319b381,17993440100011
0cf99e02-5c9c-4b41-b444-ec7d34282730,16000037800010
0d812f88-b789-44c1-9406-890937e58e43,
7b0f3f38-28a2-43c3-a952-4ce8820848f0,
184f6a2e-9700-477c-a59b-1cb7e25eba66,
82db3ce2-b0bf-4248-97eb-1d45ad656708,
246fbb93-6a38-471b-afe7-5d0d54695202,
